id,time,cosine,jaccard,words_cosine,sum_sim,content
刘*凡,2020/3/20 下午12:09:06,0.734711495,0.054054054,0.914569797,0.654476286,这张图可以比较清晰的看出ISM的学科分布，但是具体可以用ISM做什么，应用的一些问题可能是我更关心的
李*格,2020/3/20 下午12:09:45,0.592818254,0.060606061,0.908434684,0.617573421,我感觉这种ISM分析是不是可以和结构方程模型进行结合？
王*宇,2020/3/20 下午12:11:29,0.691721272,0.069444444,0.912829172,0.646706015,是的，课程安排的顺序很重要，就像一些基础课程一定要先放在前面学习，才能够为后面课程的学习打下基础！
王*宇,2020/3/20 下午12:26:08,0.870053718,0.129310345,0.931732218,0.715707124,通过学习逻辑分析和ISM分析，我感觉两者的差别并不是很大，逻辑分析的步骤：确定目标行为——对应低级目标——找前提行为——判断高低层级——形成关系图——教学序列，然后结束。然后ISM分的步骤：抽出要素——决定要素之间的关系——形成关系图——研讨看是否修改。然后我看其他书籍里的ISM分析最后也是要形成一个教学序列的（教育信息处理应用，沈霄凤、范云欢编著），这样他们两个只不过一个抽出的要素，一个抽出的目标行为，然后嘞？总是对这两个有些搞不明白。
王*宇,2020/3/20 下午1:36:26,0.866042645,0.11965812,0.948997279,0.720923831,嗯，我觉得两者分析的思想是不一样的，逻辑分析法，是逐步寻求的过程，从目标行为开始，然后找到目标行为的具体项目和内容，然后以它作为高级目标，通过逻辑分析找到与之具有形成关系的低级目标，然后再以这个低级目标为高级目标，通过逻辑分析找到与之具有形成关系的低级目标，这样循环往复，直至分析到学习的前提行为，有一种从上而下逐步探寻的感觉。而ISM法是直接就确定并抽取了相关要素，然后决定要素间的形成关系，利用可达矩阵和决定层级的算法制作形成关系图，感觉重点在于理清和揭示系统内的结构，找出最本质的影响因素等。这是我个人的理解，欢迎批评指正。
王*宇,2020/3/20 下午1:38:16,0.828059413,0.11965812,0.948440252,0.711149509,ISM法是Waffield将图论用于研究社会系统中复杂要素间关联结构分析的一种方法。ISM方法的作用就是把任意包含许多离散的，无序的静态的系统，分析系统要素之间已知的，但凌乱的关系，并把这种概念模型映射成有向图，通过布尔逻辑运算，最后揭示系统的结构。图是顶点V和边E的集合，利用图的方法来表示教材内容就可以用顶点表示教材中各要素、各知识点间，顶点之间的边表示各要素或各知识点之间的关系。基本流程为：①　根据教师对教材的分析，抽出教材的基本学习要素，即知识点；②　根据知识点间的上下、前后等各种逻辑关系，决定要素之间的形成关系；③　利用可达矩阵、决定层级的算法制作表示教材各要素间形成关系的有向层级图；④　基于教材的内容，学生的学习情况和教师对教材的理解，对形成的关系图进行增删改查，形成最终的关系图。
王*宇,2020/3/20 下午1:39:10,0.748959257,0.103174603,0.936617281,0.681342106,通过文献《基于ISM的在线教育平台学习者持续学习行为的影响因素研究》的阅读，学者利用ISM法对影响学习者在在线教育平台持续学习的影响因素进行分析，最后从优化课程设置、完善平台机制设计和了解学习者需求三个方面提高在线教育平台持续学习者比例的建议。学者丁继红利用ISM法构建学习者模型。通过知网相关文献检索，发现ISM法除了用于教材分析还可以应用于分析教学资源内容或教学平台结构、教师或学习者分析，进行学习资源设计与开发研究、教学过程模式的探索等。如今越来越多将信息技术与课程进行整合，但整合之后学习效果参差不齐，所以我觉得可以找出其中的影响因素，利用ISM方法分析这些因素的关系，绘制层级有向图，为信息技术与课程更好的整合提供借鉴。
胡*灵,2020/3/20 下午2:29:32,0.766533643,0.115384615,0.941295919,0.691127524,ISM法又名为解释结构模型法，ISM法是一种使用广泛的系统科学方法，可以用于分析教材内容。教材内容中存在着许多要素（知识点），如何安排教学内容其实就是如何安排这些要素，而各个要素之间又是相互存在着联系的。我对于ISM法的理解是，其本质是通过对教材内容中的各个要素进行一系列的数学运算，确定一个层级有向图，来获取教材内容之中各要素之间的层级关系。教学内容中各个要素之间存在着关系，使用有向图可以表示各个要素之间的关系，就比如存在要素S1，S2，S3，S4，它们有如下关系：图中的节点表示各个要素，带箭头的连线表示要素之间的相互关系。教学内容中的知识点存在层级关系，要学习高层级的知识要有底层级的知识作为基础，使用有向图可以表示出教材内容中的这种层级关系，比如从上面的有向图可以看出，S1，S2就是S3的底层要素。
周*,2020/3/20 下午3:00:45,0.869134875,0.099236641,0.940815334,0.712500546,"ISM（解释结构模型）是复杂网络中的一种建模方法，主要将定性研究量化处理，研究各个要素之间的关系及其在系统中发挥作用。ISM的分析思路是在各个要素的基本关系确立的基础上，建立邻接矩阵和可达矩阵，并对可达矩阵进行逐层分解，建立解释结构模型，从而确立各个要素之间的关系。（定义来源：张静, 王欢. 基于ISM的在线教育平台学习者持续学习行为的影响因素研究[J]. 中国电化教育, 2018, 381(10):128-135.）ISM法是一种运用图论到研究中分析结构的方法，将分析问题以图的方式具体可见化。用图的方法来表示教材内容，可以将教材中各个要素作为图的顶点，将教材内容中知识间的关系作为图的边，则图为此时的顶点和边的集合。"
周*,2020/3/20 下午3:04:34,0.797900236,0.101694915,0.946095137,0.697946356,"从学术论文网站中搜索发现ISM法应用广泛，可应用到教学内容的分析、事故产生原因研究、系统工程（明确问题、确定目标、计划、决策等）、学情影响因素分析、购票体验要素分析、企业项目风险分析、高校专业排课研究等等。ISM法适用于关系复杂，结构不清晰的系统结构，可用于方案的排序，适宜描述社会科学为对象的系统结构的描述。ISM法在教材方面的研究很多，印象深刻的是关于高中数学（人教A版）的课本上课顺序问题。在原玉娟,徐章韬.用ISM法确定系列教科书的教学序列——以人教A版高中数学必修系列教科书为例[J].数学教育学报,2017,26(02):55-59.一文中解释了这一问题，分析五本必修教科书的知识要素，得到层级关系，分析了上课使用教材的顺序。"
袁*宁,2020/3/20 下午4:07:38,0.825793881,0.151785714,0.937483702,0.71313675,一、ISM法，解释结构模型法，它是一种表示系统中各要素之间层级关系的方法之一。还有目标矩阵法和逻辑分析法等。可以应用到教育比如教材分析，教学目标设计是否合理等问题；还可以用到经济上，比如房地产发展要素分析；除此之外还可以应用到军事，政府承担风险分析中。其能够较好的分析出一个系统各要素之间关系，分析各要素的重要程度。二、用图来表示来表示教材内容：首先把教材分为几个部分，并命名（简化），标记为各个顶点（V）。其次通过各种方法分析各要素之间层级关系，并画出由低层次指向高层次的箭头(E).
何*,2020/3/20 下午4:34:26,0.673322898,0.085714286,0.919597707,0.649558149,在逻辑分析中，当目标行为和前提行为处于同一级别时，教学序列哪一个为优先？
胡*灵,2020/3/20 下午9:21:46,0.828459143,0.111111111,0.916782525,0.693283826,"ISM法应用面十分广泛, 从能源问题等国际性问题到地区经济开发、企事业甚至个人范围的问题等。就我们身边来说，ISM法就可以应用于专业的课程安排，就比如概率论与数理统计课程需要安排在教育信息处理之前；ISM法也可以用于分析影响问题的因素，比如师范生各种教学技能之间的关系；ISM法甚至可以用于分析个人的问题，比如影响拖延症的因素等。"
夏*,2020/3/20 下午9:36:12,0.861212518,0.135135135,0.938603127,0.718388477,ISM法是解释结构模型法。解释结构模型法是现代系统工程中广泛应用的一种分析方法，是结构模型化技术的一种。它是将复杂的系统分解为若干子系统要素，利用人们的实践经验和知识以及计算机的帮助，最终构成一个多级递阶的结构模型。制成关系图的步骤如下：（1）以矩阵表示原有的局部关系（2）求出可达矩阵（3）以一定的层级排列算法，决定每一要素的层级。（4）作出形成关系的有向层级图。（5）最后以关键词代替层级中的编号或表示。
夏*,2020/3/20 下午9:41:36,0.810309877,0.086021505,0.924594943,0.686380317,ISM法除了用于教材分析，在制订企业计划、城市规划等领域已广泛使用，尤其对于建立多目标、元素之间关系错综复杂的社会系统及其分析，效果更为显著。
夏*,2020/3/20 下午9:47:56,0.791733315,0.06122449,0.923791948,0.675135425,之前有同学用图表的方式显示了它应用的领域，感觉每个领域都有涉足，虽然没有具体的例子。但是从它的分布领域来看，足以知道应用范围的广泛性。我觉得只要是涉及各个因素之间的层次关系与作用路径的，其实都适用。
夏*,2020/3/20 下午9:52:34,0.724650163,0.0625,0.923963704,0.658769393,我很同意王坤宇同学的看法，从分布图来看，ISM应用范围真的很广泛，用图表很直观。但是要是能在涉及的每个领域举出一到两个具体的例子，就更好了。
张*璟,2020/3/21 上午11:56:19,0.831218868,0.095238095,0.933257143,0.698242812,1.ISM法（Interpretative Structural Modeling Method），即解释结构模型法，在教育技术领域，是用于分析研究复杂要素间关联结构的一种专门研究方法，作用是能够利用系统要素之间已知的零乱关系，揭示出系统的内部结构。解释结构模型法的具体操作是用图形和矩阵描述出各种已知的关系，通过矩阵做进一步运算，并推导出结论来解释系统结构的关系。对于教材分析，ISM法最主要的贡献就是可以有效地实现教材的结构化和序列化，可以将系统内各要素之间复杂、凌乱的关系分解成清晰的递阶式结构模式，从而降低人们对于教材分析的主观性，提高科学性和客观性，并且递阶式结构模式可以用图形表示，增加直观性。以ISM法分析教材的基本流程如图所示。为了确保逻辑分析的客观性、减少主观性，对知识要素的抽取要满足以下条件：（1）教材中有明确概念；（2）在教学内容中起承接作用，占据课程内容的节点位置；（3）教材内容的主要知识点。2.用图的方法表示教材内容：应以包含顶点和边/弧（带箭头的线条）的有向图来表示教材内容，其中顶点表示教材内容中的要素，边/弧表示各要素之间的关系。
李*格,2020/3/21 上午12:15:21,0.822663806,0.113207547,0.927902087,0.697918882,ISM在其他领域，比如生物，建筑，航空等领域也有所应用。在教育领域除了用于教材分析，还可探究学生的学习行为及其影响因素。比如目前疫情环境下，网络学习中，可以用ISM模型探究影响学习者进行学习交流的影响因素。在看文献中有关于ISM逻辑关系的确立，有德尔菲法或专家小组成员讨论，德尔菲法具体指什么不是很清楚。
李*格,2020/3/21 上午12:16:22,0.479510395,0.044776119,0.90065169,0.581397474,对的，我有看到应用于城市规划，或者建筑领域的文献
梁*玲,2020/3/21 下午10:02:00,0.845972537,0.132653061,0.928295207,0.708804003,什么是ISM法？如何以图的方法来表示教材内容？ISM：解释结构模型法（Interpretative Structural Modelling Method），是现代系统工程学中广泛应用的一种分析和揭示系统结构的方法。步骤：抽出教学要素- 画出要素间的局部关系- 制作形成关系图- 制作层级有向图的算法（可达矩阵）- 画出对应的层级结构图
梁*玲,2020/3/21 下午10:04:50,0.787328956,0.096774194,0.934270074,0.688160825,"除了教材分析，还可以应用解释结构模型法(ISM)中的级划分(level partition)方法和段划分(stagepartition)方法研究控制系统的信息结构能通性、结构能控性和结构能观性以及最经济结构综合问题。得到的判据概念直观,算法简单,有效应用于分析大系统的结构分析与综合。"
张*璟,2020/3/21 下午12:00:55,0.726066383,0.047619048,0.91175351,0.649298113,ISM法应用领域广泛，根据我查阅到的资料及我个人的想法，ISM法很适合用于对影响因素、成因等的研究，在教育技术领域，可用于如学习者学习效果的影响因素等的研究。
郑*雅,2020/3/21 下午12:09:29,0.820030439,0.086956522,0.937184909,0.695339195,解释结构模型(ISM)是复杂网络中一种建模方法，它主要是将定性研究定量化处理，研究各个要素之间的逻辑关系，通过构造解释结构模型分析各个要素之间的关系及其在系统中发挥的作用。解释结构模型的分析思路是在对各个要素的基本关系确立的基础上，建立邻接矩阵和可达矩阵，并对可达矩阵进行逐层分解，建立解释结构模型，进而确立各个要素之间的关系。以图的方式来表达教材内容：首先对教材内容分析，抽出若干个该教材的基本要素；基于对问题的理解、认识与经验，决定各要素间的形成关系；制作形成关系图。
张*璟,2020/3/21 下午12:11:33,0.801660414,0.050505051,0.92700072,0.676541726,我觉得这个方向很棒，现在仍有部分学校的部分专业存在培养方案在科目设立及顺序安排等方面不合理的情况，并且随着时代的发展，社会需求在不断变化，专业培养方案也应该适时地做调整。
郑*雅,2020/3/21 下午12:29:15,0.662509981,0.056338028,0.91250132,0.635962662,ISM还可以用于影响因素分析，例如用ISM分析，成人在移动学习环境下参与在线学习的影响因素。
郑*雅,2020/3/21 下午12:33:33,0.678585801,0.02739726,0.915825884,0.634408707,我觉得应该是前提行为优先吧，在级别相同时，先安排更基础性的
郑*雅,2020/3/21 下午12:42:27,0.476492744,0.06779661,0.904113493,0.588129085,是的，ISM可以分析出各要素的重要程度
陈*琪,2020/3/21 下午3:52:33,0.710683303,0.056338028,0.911921743,0.647716204,用饼图的方式呈现ISM在各个领域的应用和相关研究占比，一目了然，对我有所启发。
尹*华,2020/3/21 下午4:01:45,0.827049743,0.069565217,0.939214772,0.693761126,解释结构模型法（Interpretative Stru ctural Modelling Method，简称ISM方法）是一种用关系图的形式对复杂结构进行分解的方法利用ISM法绘关系图一般有如下步骤：(1)实施ISM小组:—般由方法技术专家、协调人、参与者三方面人员组成;(2)设定关键问题(复杂结构);(3）选择构成系统的影响关键问题的导致因素;(4)列举各导致因素的相关性;(5）根据各要素的相关性，建立邻接矩阵和可达矩阵;(6)对可达矩阵分解后，建立结构模型;(7）根据结构模型建立解释结构模型。
尹*华,2020/3/21 下午4:07:34,0.846935874,0.125,0.929879467,0.707923702,"解释结构模型法（Interpretative Structural Modeling Method,简称ISM方法），是现代系统工程中广泛应用的一种分析方法，是结构模型化技术的一种。适用于变量众多、关系复杂而结构不清晰的系统分析中，也可用于方案的排序等。它的应用面十分广泛，从能源问题等国际性问题到地区经济开发、企事业甚至个人范围的问题等"
马*茹,2020/3/21 下午4:43:49,0.81302719,0.117021277,0.920985856,0.693005045,ISM法也称为解释结构模型法，此模型以定性分析为主，可以把模糊不清的思想、看法转换成直观的具有系统的模型，特别适合用于变量众多、关系复杂而结构不清晰的系统分析中，主要来探讨系统要素之间的关系。
马*茹,2020/3/21 下午4:45:22,0.629226773,0.085714286,0.905691232,0.631580881,ISM法除了应用于教材分析，还可以应用于教学资源的设计与开发、教学过程模式的探索等等。
马*茹,2020/3/21 下午4:46:07,0.558630203,0.029850746,0.899376882,0.596808678,其应用还是十分广泛的，但自己没有接触过这方面的研究。
马*茹,2020/3/21 下午4:47:31,0.412342962,0.033333333,0.900439347,0.561638748,ISM法也可以应用到经济方面呀
冯*珂,2020/3/21 下午9:32:22,0.82761281,0.125,0.942159027,0.709232716,ISM（解释结构模型）是复杂网络中一种建模方法，它主要是将定性研究定量化处理，研究各个要素之间的逻辑关系，通过构造解释结构模型分析各 个要素之间的关系及其在系统中发挥的作用。解释结构模型的分析思路是在对各个要素的基本关系确立的基础上，建立邻接矩阵和可达矩阵，并对可达 矩阵进行逐层分解，建立解释结构模型，进而确立 各个要素之间的关系。用图的方法表示教材内容：（1）从教材中除除基本学习要素，这种要素往往是知识点；（2）根据抽出的要素之间的逻辑、上下、前后的关系，决定要素间的形成关系；（3）将系统中的要素及其相互间的形成关系以矩阵的形式表示（邻接矩阵），并求出可达矩阵；（4）以一定的层级算法决定每一级要素的层级，作出形成关系图。
冯*珂,2020/3/21 下午9:37:59,0.865935495,0.115384615,0.941762037,0.716211046,ISM此以定性分析为主， 属于概念模型，可以把模糊不清的思想、 看法转化为直观的具有良好结构关系的模型。特别适用于变量众多、 关系复杂而结构不清晰的系统分析中，也可用于方案的排序等。它的应用面十分广泛，可以用于地区经济开发、 企事业甚至个人范围的问题等。我认为在心理学分析方面，ISM也可以有很大用处。对于心理方面的问题，探究其成因以及哪些影响因素更重要以帮助人们拥有健康心理。
冯*珂,2020/3/21 下午9:41:08,0.589735674,0.079365079,0.895799645,0.615175011,我认为应该视情况而定，不同的情况优先级应该也不同。
于*,2020/3/22 上午10:53:41,0.578967361,0.045454545,0.901183676,0.606697315,赞同，可以利用结构方程模型进行ISM形成的模型的验证
于*,2020/3/22 上午11:07:45,0.867123256,0.1171875,0.950681504,0.721418441,一般认为，个人或团体在处理复杂问题或系统会遇到困难。问题或系统的复杂性是由于存在大量的元素以及这些元素之间的相互作用。直接或间接有关的因素的存在使系统的结构复杂化，这种结构可能以明确的方式表达，也可能不以明确的方式表达。处理这样一个结构不明确的系统是很困难的。因此，它需要开发一种方法来帮助识别系统中的结构，解释结构模型(ISM)就是这样一种方法。ISM法的基本流程：1.抽出要素2.决定要素间的形成关系3.制作形成关系图4.研讨。下图是准备ISM的流程图。图的方式分析教材内容：教材中给的例子是四位同学A、B、C、D之间的喜欢关系，利用图的形式进行表示出来，即A、B、C、D为顶点，边是以箭头为指向的有向边；矩阵也是图的一种，也可以用矩阵的方式表现出两两之间的关系。
于*,2020/3/22 上午11:35:38,0.844797317,0.071942446,0.94193862,0.700154251,"总结：当需要使用系统的和逻辑的思维来处理考虑中的复杂问题时，ISM就会被使用。在更具体的层次上用于处理和构造与问题或活动相关的细节，如流程设计、职业规划、战略规划、工程问题、产品设计、流程再造、复杂技术问题、财务决策、人力资源、竞争分析、电子商务全面质量管理：通过了解帮助降低供应链风险的各种因素之间的动态关系，通过开发概念框架来量化和减轻这些风险。Faisal M.N., Banwat D.K. and Shankar R., Information risks management in supply chain: An assessment and mitigation framework, Journal of Enterprise Information Management,20(6), 677-699 (2007)和结构方程模型结合：一个问题可能有很多变量。增加一个问题或问题的变量数量会增加ISM方法的复杂性。因此，在ISM模型的发展过程中，我们只能考虑有限数量的变量。在ISM模型的开发过程中，可能不考虑其他对问题影响最小的变量。进一步的专家帮助分析一个问题或问题的变量的驱动力和依赖性。这些模型没有经过统计验证。结构方程建模(SEM)，也就是通常所说的线性结构关系方法，能够检验这种假设模型的有效性。相关的想法：AI技术支持个性化学习研究与思维可视化结合后，学生个体会产生一系列的学习序列数据，能否对其进行ISM分析，获取学生自己的学习路径，用于对学生的个性化推荐。虚拟学习伴侣研究中，Betty's Brain的案例是学生通过教的过程进行学习，进行知识点与知识点连线的过程也是学生思维分析的过程，是否可以通过ISM分析，找到她的学习风格，以推荐相关的个性化指导"
汪*池,2020/3/22 上午12:02:41,0.799508755,0.088495575,0.937764246,0.690883206,ISM法全称为解释结构模型法，它是复杂网络中一种建模方法，主要是将定性研究定量化处理，研究各个要素之间的逻辑关系，通过构造解释结构模型分析各个要素之间的关系及其在系统中发挥的作用。解释结构模型的分析思路是在对各个要素的基本关系确立的基础上，建立邻接矩阵和可达矩阵，并对可达矩阵进行逐层分解，建立解释结构模型，进而确立各个要素之间的关系。若用图的方式表示教材内容，需要经过以下步骤：①确定教材内容的基本要素②对各要素进行结构化分析，得出表示要素结构关系的有向图③初步构造邻接矩阵④进一步构造可达矩阵⑤对可达矩阵进行级间分解⑥绘制教材内容的最终层级关系图
汪*池,2020/3/22 上午12:29:43,0.816408149,0.112,0.943205334,0.703704704,本周老师提供的两篇文献提供了很好的例子。ISM方法除了用于教材分析，还可以用来分析影响因素、事件成因等。本周文献对我启发最大的地方就在于其将ISM作为一种建模的方法，构造了学习者网络持续学习行为影响因素模型，以及构造学习者模型完善在线学习的学习者画像，以前从未看到从这样的角度进行建模分析，所以感觉很有趣。在我们教育技术学研究中，有时会使用社会网络分析方法进行学习者社会关系的相关研究，也许我们可以从ISM的角度切入，通过分析学习者交互的层级结构，分析群体信息传输的过程和路径；在研究影响因素的研究中，当我们使用SPSS分析出基本的因素后，也可以进一步使用ISM法构造模型，使研究做的更加深入。
杜*,2020/3/22 下午10:39:48,0.839056366,0.09352518,0.939723273,0.703007023,ISM方法不同于存粹的数理演算，更不完全属于社会科学范畴，它是介于自然科学与社会科学之间。ISM方法是先把要分析的系统，通过梳理拆分成各种子系统（因素、要素）、然后分析因素以及因素之间的直接二元关系；并把这种概念模型映射成有向图，通过布尔逻辑运算，最后揭示系统的结构，并给出不损失系统整体功能前提下，以最简的层次化的有向拓扑图的方式呈现出来。相较于表格、文字、数学公式等方式描述系统的本质，ISM具有极大的优势。因为它是以层级拓扑图的方式展示结论，这种展示效果有极强的直观性，通过层级图可以一目了然的了解系统因素的因果层次，阶梯结构。从手法上来说，ISM建模需要矩阵运算或者是拓扑分析，这种是典型的数学或者系统科学的研究方法。但是将节点数字信息转化为具体的解释含义，这些分析过程都归属于社会科学的范围。因此，ISM 是一个特殊的，依靠自然科学的运算和社会科学的分析的方法，非常适合于自然科学和社会科学交叉类型的问题研究。ISM方法是系统科学里的一种研究方法，是搭建在自然科学与社会科学之间桥梁的一种有效的研究方法。ISM建模需要运用布尔矩阵运算或者是相对复杂的拓扑分析，这种手法属于典型的系统科学的研究方法。但是将具体的结点、有向边释意，这些分析过程都归属于社会科学的范围。ISM的步骤如下：1.建立邻接矩阵建立原始邻接矩阵是ISM方法的根基，是最重要的步骤，是整个ISM方法的根本。而建立邻接矩阵的过程分为如下两步：? 第一步 确定要素集? 第二步 两两比较要素之间的二元关系并建立邻接布尔矩阵2.计算可达矩阵3.层级划分4.ISM层级图建构
马*倩,2020/3/22 下午10:41:19,0.850398226,0.122641509,0.921865914,0.704192891,对于文献中，基于计算学习者持续学习行为影响因素的排序中，在ISM分析确定层级时，如果采用老师讲授的更简便的方法（即直接从可达矩阵中确定级别），所得结果与实际进行ISM交集分析并不一致（如F11、F14、F10、F15等），从文献中分析，我觉得ISM交集分析方法更合理，那“直接从可达矩阵中确定级别”的方法存在的局限性是在哪里呢？还是说两种方法都存在一定的合理性，等级的划分并不是唯一的？
马*倩,2020/3/22 下午10:42:39,0.812331796,0.067226891,0.929332867,0.684556105,我的理解：根据我从教材和文献中学习到的知识，我认为，“直接从可达矩阵中确定级别”的方法存在一定得局限性或者说两种方法都存在一定的合理性，等级的划分并不是唯一的两种说法都存在一定的道理，但是相对来说我更倾向于“ISM交集分析方法更合理，直接从可达矩阵中确定级别的方法存在一定得局限性”这种说法。（如果有不对的地方请老师批评指正）原因是：1.当进行教材分析时，若只具有一个前提行为（R），则两种分析方式的结果相同；若只具有两个及其以上的前提行为（R），则两种分析方式的级别确定结果不相同，区别在于一个（直接法）将所有前提行为（R）归为最低等级，而另一个（交集法）则是根据前提行为（R）的上一级，确定前提行为（R）的等级。2.即使认为将前提行为（R）认为是最低等级或是次于上一级的等级都存在一定的合理性，但是根据逻辑分析方法中的“优先安排应用性较大的、基础性的目标”原则，所以认为采用交集法将前提行为（R）归到次于上一级的等级更为合理。
马*倩,2020/3/22 下午12:56:57,0.856529758,0.072580645,0.943762619,0.70415891,ISM分析法是解释结构模型法 ( interpretative structural modeling method) 的简称。由美国 Warfield教授为分析复杂社会经济系统问题1973年开发出来的一种结构模型化技术。主要是将复杂系统里的各个要素进行层级结构化，从而明了各个要素彼此之间的关系及在整个系统之内的地位。运用ISM分析法进行教材分析的最大优势在于，可以将教材内部知识要素间破碎凌乱的关系整理成客观清晰的多级递阶结构模型，使教材分析直接从主观研究质变为量化研究，增加了教材分析的科学性，同时多级递阶结构模型可以通过图形表示，又增加了教材分析的直观性。分析过程中教师可以不断地读取图形、进行分析和修改，这种方法可以认为是一种思考工具，将分析以图形的方式具体化。以顶点表示教材中内容中的要素，以边（带箭头的线条）表示元素间的关系。
杜*,2020/3/22 下午1:03:23,0.839432221,0.073394495,0.928100365,0.692256861,分析复杂的经济系统问题、城市区域火灾风险评估系统、汽车客运站服务满意度提升障碍因素、城市基础措施系统脆弱性影响因素分析、电网工程项目投资影响因素作用、我国成品油价格影响因素。
胡*灵,2020/3/22 下午3:42:39,0.614446006,0.046875,0.90369086,0.617175681,从图上可以清晰的看出ISM法的应用真的很广泛
胡*灵,2020/3/22 下午3:45:22,0.647794541,0.09375,0.907437727,0.639104999,感觉很多抽象系统，都可以使用ISM法分析系统中个要素的关系
宋*婷,2020/3/22 下午4:02:27,0.849677307,0.120967742,0.941083463,0.713202994,ISM模型最早是由美国J.华菲尔特教授提出的，是一种特色化的系统结构模型化技术。它的基本思想是结合相关的理论知识和实践经验，通过一些方法获取研究问题的构成要素，将复杂的系统进行分解得到许多个子系统，借助于计算机技术，建立起多级递阶的模型。用于分析教育技术研究中复杂要素间关联结构的一种专门研究方法，能够利用要素之间已知的凌乱关系，揭示系统的内部结构。具体操作：1.确定教学目标；2.根据教学目标关系，建立邻接矩阵A；3.通过矩阵运算求出该系统的可达矩阵M；4.对可达矩阵M进行分解，建立解释结构模型，确定出教学内容序列。
宋*婷,2020/3/22 下午4:16:44,0.713111415,0.070588235,0.918753961,0.655301893,ISM法应用领域很广，除了在教育方面，在农业、渔业、商业、养殖业等等方面都有应用。通过在知网查询关键词，可视化之后，不完全统计，ISM法可以应用于以下方面：
刘*林,2020/3/22 下午5:23:53,0.860077006,0.129770992,0.943295777,0.719109888,解释结构模型法，是现代系统工程中广泛应用的一种分析方法，是结构模型化技术的一种。它源于结构建模。ISM方法是先把要分析的系统，通过梳理拆分成各种子系统（因素、要素）、然后分析因素以及因素之间的直接二元关系；并把这种概念模型映射成有向图，通过布尔逻辑运算，最后揭示系统的结构，并给出不损失系统整体功能前提下，以最简的层次化的有向拓扑图的方式呈现出来。相较于表格、文字、数学公式等方式描述系统的本质，ISM具有极大的优势。因为它是以层级拓扑图的方式展示结论，这种展示效果有极强的直观性，通过层级图可以一目了然的了解系统因素的因果层次，阶梯结构。用图的方法表示教材内容：抽出要素；决定要素间的形成关系；制作形成关系图；最后进行研讨。
刘*林,2020/3/22 下午5:31:33,0.773482296,0.107526882,0.924049137,0.682276863,(1)可以应用到系统工程的所有阶段(明确问题、确定目标、计划、分析、综合、评价、决策)(2)可以应用于任何问题(从能源、资源等国际性问题到地区开发，交通事故等国内范围的问题，以及企业、个人范围内的问题众
陈*琪,2020/3/22 下午7:19:58,0.858668243,0.109489051,0.940154624,0.712116636,"ISM是将复杂的系统分解为若干子系统要素，利用人们的实践经验和知识以及计算机的帮助，最终构成一个多级递阶的结构模型。此模型以定性分析为主，属于概念模型，可以把模糊不清的思想、看法转化为直观的具有良好结构关系的模型。根据教材内容找出核心要素，再依据教师经验和学习者的特点,考虑核心要素间的逻辑、因果、上下位关系,从而形成需解析的要素间形成关系。对表示有向图的相邻矩阵的逻辑运算,得到可达性矩阵,然后分解可达性矩阵，最终使复杂系统分解成层次清晰的多级递阶形式。通过ISM法，以教师经验为基础,通过图表化的呈现形式,对教材的编排体系进行结构化梳理,既便于教师明晰教材编排思路规划设计教学路径,又利于学生知识体系的建构。"
王*娇,2020/3/22 下午7:39:00,0.852366154,0.106557377,0.94712835,0.713295058,"ISM法是将图论用于研究社会系统中复杂要素间关联结构分析的一种方法。它的重要特点是:在教材分析中，最大限度地纳入了人们的经验和主观认识，并将教材结构以易于理解的、可视化的图形予以呈现。分析过程中教师可以不断得读取图形、进行分析和修改。这种方法可以认为是一种思考工具。 将分析以图形的方式具体化。以顶点表示教材内容中的要素，以边( 带箭头的线条)表示元素间的关系。设顶点的集合为V,边的集合为E，图为G。则G={V, E}，图是顶点与边的集合。1.求可达矩阵M; 2.基于M求层级有向图。"
陈*琪,2020/3/22 下午7:39:32,0.85460343,0.134453782,0.93220833,0.713368468,ISM适用于变量众多、关系复杂而结构不清晰的系统分析中，也可用于方案的排序等。它的应用面十分广泛，从能源问题等国际性问题到地区开发、企事业甚至个人范围的问题等。比如影响某一生态系统平衡的多种要素分析，又比如影响某一堂课的合作学习效果的因素分析（包括学习者知识基础、兴趣爱好、心理素质、分组方式、学习目标.....等等因素）
王*娇,2020/3/22 下午7:41:42,0.844887111,0.098484848,0.944723765,0.708204873,ISM方法是系统科学里的一种研究方法，是搭建在自然科学与社会科学之间桥梁的一种有效的研究方法。ISM建模需要运用布尔矩阵运算或者是相对复杂的拓扑分析，这种手法属于典型的系统科学的研究方法。但是将具体的结点、有向边释意，这些分析过程都归属于社会科学的范围。ISM的应用面十分广泛，从能源问题等国际性问题到地区经济开发、企事业甚至个人范围的问题等。它在揭示系统结构，尤其是分析教学资源内容结构和进行学习资源设计与开发研究、教学过程模式的探索等方面具有十分重要作用，它也是教育技术学研究中的一种专门研究方法。
王*娇,2020/3/22 下午7:42:14,0.565404349,0.029411765,0.908225538,0.602816797,我觉得你这个图画的太好了~这样非常清楚ISM方法的应用
王*娇,2020/3/22 下午7:43:46,0.635426882,0.042253521,0.907690027,0.623265114,你的解释中还将关键步骤提炼出来了，使我感觉更加清晰ISM方法的定义~
