id,time,key
汪*池,2020/3/6 下午10:29:59,汇报 系统 信息熵 抽签 纸条 小组 度量 顺序 取值 抽取 信息量 学生 事件 确定 老师 同学 平均 发送信息 共有 缩小 组长 反映 复杂程度 剩下 种类 通俗 概率 大学 采取 最小 准备 信源 越多 依次 降低 已经 带来 随机 随机变量 发生 发现 考虑 例子 用来 产生 形式 假设 具体 定义 通常
何*,2020/3/6 下午11:03:00,不确定性 独立 降低 整体 给定 关无 已知 条件 看待 确定 表示 无关 保留 相等 更好 二者 帮助 等于 随机变量 平均 给出 联合 相互 存在 信息 理解 相关 情况 现象 测值 班长 班主任 现金 班级 理想 球形 理想气体 理查 理清 理解力 理解能力 理论 理论值 甚少 现实意义 测法 现实 现场 特点 特色化
张*璟,2020/3/7 下午7:16:30,请问 部分 概念 表示 一一对应 环境污染 环境温度 环节 现场 现实 现实意义 现象 现金 班主任 班级 班长 理想 球形 率高 理想气体 理查 理清 理解 理解力 理解能力 理论 理论值 甚少 甚远 生产 环境 率越 率随 状况 特异 特异性 特征 特征函数 特征分析 特征参数 特性 特殊 特点 特色化 特质 状图 率较 状态 犹豫 独特
胡*灵,2020/3/8 下午5:20:26,并集 理解 交集 表现 代表 概念 分别 关系 班级 球形 班长 一一对应 班主任 理想 现象 现实意义 现实 现场 环节 现金 理查 理想气体 环境污染 理清 理解力 理解能力 理论 理论值 甚少 甚远 生产 生平 生态 环境温度 率随 环境 率高 特征函数 特征分析 特征参数 特性 特殊 特点 特色化 特质 状况 状图 状态 犹豫 独特
汪*池,2020/3/6 下午11:03:01,抽签 联合 确定 抽取 信息量 条件 随机变量 系统 计算结果 学生 获取 计算 随机 独立 观察 基础 定义 抽到 被称作 无条件 签请 相互 组长 求和 通俗 信息 概率 拥有 准备 时所 教师 得知 指定 度量 获得 事件 例子 老师 同学 给定 取值 公式 表示 决定 顺序 使用 分布 说明 理解 程度
何*,2020/3/7 上午10:22:33,领域 具体 联合 条件 信息熵 应用 研究 问题 现金 现象 一一对应 现实意义 班级 现实 现场 环节 环境温度 班主任 球形 班长 环境 理想 理想气体 理查 理清 理解 理解力 理解能力 理论 理论值 甚少 甚远 环境污染 率较 率高 状图 特异性 特征 特征函数 特征分析 特征参数 特性 特殊 特点 特色化 特质 状况 状态 率随 犹豫
李*秀,2020/3/7 下午12:14:36,状态 行业 系统 信息熵 找到 确定 试题 评价 专业性 国防 各个系统 平衡点 科技 交通 利用 增强 农业 权重 地理 生物 案例 教育领域 得知 选项 教学效果 稳定性 计算机 有效性 合理 分析 文献 领域 变化 方面 因素 复杂 是否 使用 判断 学习 内容 进行 独立 班长 现实意义 现象 略低 现金 犹豫 班主任
夏*,2020/3/9 下午12:22:34,领域 图形图像 通信工程 数据挖掘 最多 生物 化学 涉及 用到 感觉 信息量 统计 信息熵 认为 应用 信息 处理 理查 班级 现实 现实意义 甚少 现象 现金 班主任 理论值 理论 班长 理想气体 球形 理解能力 理解力 理解 理想 环节 理清 现场 率随 环境温度 环境污染 特征函数 特征分析 特征参数 特性 特殊 特点 特色化 特质 状况 状图
林*如,2020/3/7 上午11:22:34,题目 课件 是不是 知道 同学 好题 这样的话 分布 应答 学生会 情况 统计分析 群体 得出 学生 简单 收集 进行 统计 信息熵 实际 概率 过程 教学 数据 理查 理解力 现场 现实 现实意义 特性 理论 现象 现金 理解能力 班主任 理想气体 班级 班长 球形 理解 特征参数 理想 环节 理清 特质 特点 环境温度 环境污染 状图
王*娇,2020/3/7 下午2:27:58,疑问 样本 同学 觉得 题目 应该 选择 测试 学生 理论值 理论 环境温度 环节 现场 现实 现实意义 现象 生平 生产 现金 班主任 班级 班长 球形 甚远 理想 甚少 理查 理清 理解 理解力 理解能力 理想气体 环境 环境污染 生态系统 特征 特征函数 特征分析 特征参数 特性 特殊 特点 特色化 特质 状况 状图 状态 犹豫 独特
陈*琪,2020/3/7 上午11:58:25,小组 汇报 老师 系统 情况 确定 选过 再选 选到 小组会 点到 突出 度为 表征 合作 含有 节课 度越 展示 减小 降低 可能性 已经 表现 随机 知道 随机变量 度量 预测 事件 了解 模式 不确定性 信息量 进行 描述 课堂 采用 选择 信息熵 学习 相同 需要 教师 程度 班长 理查 球形 测查 理想
陈*琪,2020/3/7 下午12:03:35,随机变量 条件 发生 带来 随机 前提 衡量 获得 观察 用来 公式 定义 联合 已知 不确定性 信息量 系统 表示 现金 球形 班主任 现象 班级 班长 一一对应 理想 理想气体 现实 理查 理清 理解 理解力 理解能力 理论 理论值 甚少 甚远 现实意义 率高 现场 独立性 特性 特殊 特点 特色化 特质 状况 状图 状态 犹豫
陈*琪,2020/3/7 下午12:04:50,信息量 身高 事件 体重 联合 体测 已知 条件 剩下 肯定 大于 概率分布 组成 随机 学生 减少 独立 举例 对应 假设 不确定性 选择 分布 情况 进行 班长 班级 班主任 一一对应 球形 理想 现金 理查 理清 理解 理解力 理解能力 理论 理想气体 现场 现象 率为 特色化 特质 状况 状图 状态 犹豫 独特 独立性
王*向,2020/3/7 下午1:33:21,单词 软件 用户 不确定性 信息熵 推送 英语 确定性 挑选 记忆 熟悉 是从 随机 较大 平均 信息量 学习 概率 系统 确定 具有 过程 程度 表示 画像 环境 猜测 率为 率低 界线 率来 率越 率较 率随 率高 环境温度 环境污染 界限 环节 界定 画面 现场 现实 现实意义 现象 现金 班主任 狭隘 界面 班长
王*向,2020/3/7 下午1:33:55,模块 选课 事件 产生 联合 信息量 共有 选修课 选中 需要 学生 发生 度量 课程 出现 选择 信息熵 状图 班长 现场 特征分析 现实 现实意义 现象 现金 班主任 班级 特征函数 环节 球形 理想 理想气体 理查 理清 理解 理解力 理解能力 理论 理论值 特征参数 环境温度 特性 状况 特质 状态 犹豫 独特 独立 独立性 特色化
王*向,2020/3/7 下午1:35:13,发生 事件 条件 水果 联合 完毕 洗漱 女同学 校区 睡觉 记作 前提条件 模拟 情境 准备 时所 已经 相似 因果关系 前提 联系 独立 区别 产生 表示 包含 已知 注意 不确定性 信息量 关系 教学 理清 理解 测试 理解能力 理解力 生产 理论 理论值 甚少 甚远 理想气体 生平 生态 生态系统 生成 生成物 生活 理查
王*宇,2020/3/8 下午9:16:46,睡觉 水果 准备 感觉 随机变量 条件 理解 班主任 现金 现象 现实 现实意义 班长 现场 环节 环境温度 班级 一一对应 球形 环境污染 理想气体 理查 理清 理解力 理解能力 理论 理论值 甚少 甚远 生产 理想 率高 环境 状态 特征 特征函数 特征分析 特征参数 特性 特殊 特点 特色化 特质 状况 状图 犹豫 生态 独特 独立 独立性
王*娇,2020/3/7 下午2:05:40,安排 系统 确定 学生 了解 调皮捣蛋 坐在 调皮 座位 度为 打算 同学会 几率 教师 程度 相等 知道 预测 最大值 同学 假设 不确定性 最大 信息熵 概率 情况 具有 表示 班级 理想 现金 班长 球形 班主任 理解能力 理想气体 理查 理清 理解 理解力 现实意义 理论 理论值 甚少 甚远 现象 一一对应 现实 现场 特殊
梁*玲,2020/3/7 下午2:21:58,定义 随即 基底 即位 可数 的底 信息熵 有限 离散 对数 选项 选择题 取值 单位 假设 最大 范围 变量 表示 班级 现象 理想 理想气体 现金 球形 班长 班主任 理解力 理查 理清 理解 现实 理解能力 理论 理论值 甚少 甚远 生产 生平 现实意义 一一对应 现场 猜测 特色化 特质 状况 状图 状态 犹豫 独特
梁*玲,2020/3/7 下午2:22:44,发生 联合 信源 信息量 条件 平均 息量 做对 小问 不确定性 上式 叫做 答题 表示 选择题 保留 带来 前提 学生 减少 等于 独立 给定 产生 相关性 题目 已知 相互 存在 需要 甚少 理论值 理论 班主任 理查 理解能力 班长 理解力 理解 球形 理想 现金 理清 理想气体 班级 一一对应 现象 率为 特点 特色化
王*娇,2020/3/7 下午2:24:41,预选 答案 联合 问题 分到 取值 选中 条件 多重选择 分布 概率分布 研究室 分属 毕业论文 选择 学生 实验室 设有 概率 大学 测试 离散 无关 期望 班级 数据 前提 随机变量 同样 提供 属于 平均 表示 分别 定义 已知 不确定性 信息量 信息 理解 理想 班主任 理想气体 理查 理清 现象 球形 现金 理解力 班长
王*娇,2020/3/7 下午2:50:29,教育 筛选 信息 整体 同样 不单单是 信息熵 课件 有用 实际 处理 庞大 工程 概率 变得 系统 环境 一般来说 未知 特定 发展 个数 选项 个体 选择题 评估 指导 判定 估算 教学 试卷 控制 规范化 状态 做出 质量 标准化 发生 分析 等价 运用 事件 评价 用来 方面 有效 表示 已知 信息量 设计
宋*婷,2020/3/7 下午5:14:03,假设 数学教师 比赛 校长 参赛 信息熵 事件 介于 参加 不确定性 教师 选择 最大 水平 数学老师 举例说明 抽签 选中 最小 有所 相当 数量化 教学系统 学校 指定 现象 发生 经验 产生 代表 平均 表示 信息量 决定 方式 要求 概率 系统 确定 教学 理解力 理解能力 理解 生产 理论 理论值 甚少 甚远 生平 生态
李*格,2020/3/7 下午5:25:54,信息 先验 信息熵 引入 不确定性 队伍 信息量 对方 意思 把握 概率 很大 衡量 计算 赢家 交谈 没底 原文 有把握 说话 赢得 增益 忐忑 缩小 分辨 链接 论坛 面对 传递 询问 希望 比赛 想要 需要 提到 表达 直观 算法 进一步 看到 感觉 准确 预测 举例 产生 公式 假设 目的 最大 认为
李*格,2020/3/7 下午5:52:17,环境温度 衣服 信息量 事件 组合成 已知 外套 剩下 肯定 大于 概率分布 减少 独立 温度 对应 假设 联合 不确定性 条件 分布 情况 理解 生产 班主任 班级 班长 理解力 球形 理想 理想气体 理清 甚远 甚少 理解能力 理论值 理论 理查 一一对应 现金 现象 特色化 特质 状况 状图 状态 犹豫 独特 独立性 狭隘 猜测
李*格,2020/3/7 下午5:54:53,概率论 类似 概率 计算公式 联合 条件 所学 中学 理解 三者 参照 期望 数学 知识 是否 现金 环境污染 环境温度 环节 现场 现实 现实意义 疫苗 现象 班级 班主任 率高 班长 球形 理想 理想气体 理查 理清 理解力 理解能力 理论 理论值 环境 疑惑 病人 甚远 特征参数 特性 特殊 特点 特色化 特质 白种人 状况 状图
夏*,2020/3/9 下午12:29:55,概率 事件 求到 反函数 通常 确定 可能性 关系 随机 知道 计算公式 发生 度量 描述 理解 系统 一定 计算 程度 现实 班级 现实意义 现场 现象 现金 班主任 理查 班长 球形 理想 理想气体 环境温度 理清 理解力 理解能力 理论 理论值 甚少 环节 一一对应 环境污染 环境 特征参数 特性 特殊 特点 特色化 特质 状况 状图
张*璟,2020/3/7 下午6:12:59,作家 老师 当代作家 信息熵 选中 减小 不确定性 选择 最大 信息量 要求 生平 语文 全班 喜欢 汇报 概率 限制 作品 取决于 增大 展示 信源 指定 学生 只能 举例 了解 平均 信息 相关 班主任 现实意义 理论 现象 现金 球形 班级 班长 理想 理想气体 理查 理清 理解 理解力 理解能力 现实 一一对应 现场 环节
冯*珂,2020/3/7 下午6:31:18,天气情况 信息熵 人们 预测 系统 津津乐道 人造卫星 现金 肉眼 话题 先进 这样一来 科学技术 表层 云层 很早以前 昆虫 最大 含量 天气 概率 关注 教学系统 科学 量化 现象 很大 准确 含义 只能 观察 用来 举例 平均 计算方法 不确定性 信息量 指标 条件 实际 说明 信息 确定 程度 表示 理查 理想气体 班主任 理清 班级
冯*珂,2020/3/7 下午6:34:35,联合 条件 随机变量 表征 离散 教学系统 发生 事件 已知 不确定性 说明 系统 意义 确定 表示 状图 理查 特殊 现金 特性 班主任 班级 班长 球形 理想 特征参数 理想气体 特征分析 现实意义 理清 理解 理解力 理解能力 理论 理论值 甚少 甚远 生产 现象 现实 状况 现场 状态 犹豫 独特 特质 独立 独立性 狭隘 特色化
张*璟,2020/3/7 下午6:42:55,作家 随机变量 选择 发生 条件 选定 同学 学生 联合 平均 不确定性 信息量 选同 要求 生平 语文 全班 汇报 喜欢 作品 表示 展示 带来 随机 度量 衡量 老师 用来 举例 了解 已知 分布 信息 系统 相关 率来 理想 现象 现金 班主任 班级 班长 球形 状图 状况 理想气体 理查 理清 理解 特质
张*璟,2020/3/9 下午12:11:29,发在 仔细阅读 链接 表述 期望 发现 准确 同学 数学 条件 表示 生态系统 现实 现实意义 现象 现金 班主任 班级 班长 球形 生成 理想 甚远 甚少 理想气体 理查 生态 生平 理解 理解力 理解能力 生产 理论 理论值 理清 一一对应 现场 环节 特殊 特点 特色化 特质 状况 状图 状态 犹豫 独特 独立 独立性 狭隘
冯*珂,2020/3/7 下午6:52:55,当选 团支书 班长 事情 发生 联合 决定性 职务 已知 条件 竞争 班级 举例 简单 最终 表示 决定 描述 系统 程度 理清 理查 理想气体 理论 理解力 理想 球形 理论值 甚少 现象 理解 班主任 甚远 现金 生产 理解能力 现场 现实意义 狭隘 特性 特殊 特点 特色化 特质 状况 状图 状态 犹豫 独特 独立
张*璟,2020/3/7 下午7:04:33,作家 汇报 选择 学生 随机变量 同学 选同 要求 生平 语文 全班 喜欢 作品 展示 老师 举例 了解 信息 相关 确定 理解力 理解 率高 环境 环境污染 理解能力 环境温度 环节 现场 现实 现实意义 略显 现象 现金 率较 班主任 班级 班长 球形 理想 理想气体 理查 理清 率随 略高于 理论值 犹豫 特征分析 特征参数 特性
杜*,2020/3/7 下午9:08:13,信息量 观察 随机变量 获取 随机 物理 系统 获得 基础 联合 直觉 影响 轻易 概率论 信息 意义 确定 拥有 式子 时所 表达 得知 也就是说 得出 符合 度量 含义 知识 条件 利用 分布 现实 现场 环境温度 环节 一一对应 现实意义 现象 现金 班主任 环境 班级 班长 球形 理想 理想气体 理查 环境污染 狭隘 率高
菅*琳,2020/3/8 上午11:13:04,选项 信息熵 错误 系统 道题 明显 度量 容易 单位 能选 细小 底数 当式 出现 最大 的底 出题 有序化 信息论 纠结 规则 选出 混乱 有序 最小 对数 也就是说 选择题 差别 符合 用来 公式 对应 概念 不确定性 信息量 区分度 判断 说明 难度 情况 确定 比较 程度 表示 现实意义 班长 现象 现金 班主任
菅*琳,2020/3/8 上午11:38:50,联合 信息熵 相关性 信源 结论 小于 随机 减少 等于 度量 独立 例子 平均 不确定性 影响 相互 分布 存在 系统 确定 学生 理想 理清 理解能力 环节 现场 现实 理解力 理解 现象 现实意义 球形 理查 现金 班主任 理想气体 环境温度 班长 班级 率随 环境污染 环境 特征函数 特征分析 特征参数 特性 特殊 特点 特色化 特质
菅*琳,2020/3/8 上午11:54:03,色泽 坏瓜 已知 条件 上式 叫做 表示 个数 保留 所示 例子 给定 对应 平均 定义 不确定性 理想气体 现象 特殊 现金 班主任 班级 班长 球形 理想 状图 现实意义 理清 理解 理解力 理解能力 理论 理论值 特性 甚少 甚远 生产 理查 特点 现实 率低 状态 犹豫 独特 独立 状况 独立性 特质 狭隘 猜测
许*卫,2020/3/8 下午3:27:01,体育课 学校 确定 规定 占课 信息 获取 学生 平均 信息量 信息熵 判断 概率 系统 一定 教师 程度 略高于 疑问 环境温度 环节 现场 现实 现实意义 现象 现金 班主任 班级 环境 班长 球形 理想 理想气体 理查 理清 理解 理解力 理解能力 理论 理论值 环境污染 率高 甚远 独特 特征分析 特征参数 特性 特殊 特点 特色化
许*卫,2020/3/8 下午3:34:14,选择 教育 概率 实验设计 发生 信息化 已经 系统 联合 两门课 条件 学生 选课 互不 独立 表示 影响 相互 理解 确定 现象 球形 现实意义 班主任 现金 班级 班长 一一对应 理想 理想气体 理查 现场 理清 理解力 理解能力 理论 理论值 甚少 甚远 生产 现实 率随 环节 环境温度 特性 特殊 特点 特色化 特质 状况
陈*琪,2020/3/8 下午6:24:06,表述 是不是 准确 觉得 概率 一一对应 球形 环节 现场 现实 现实意义 现象 现金 班主任 班级 班长 理想气体 理想 环境污染 理查 理清 理解 理解力 理解能力 理论 理论值 甚少 甚远 生产 环境温度 环境 生态 状态 特征 特征函数 特征分析 特征参数 特性 特殊 特点 特色化 特质 状况 状图 犹豫 率高 独特 独立 独立性 狭隘
刘*林,2020/3/8 下午3:49:35,小朋友 分给 苹果 信息熵 认识 假设 小红 不确定性 最大 分到 互不 最好 特定 可能性 随机 出现 信息 概率 情况 甚少 现实意义 现象 现金 理论值 班主任 理论 班级 班长 球形 理解能力 理想 理想气体 理查 理清 理解力 现实 理解 一一对应 率高 现场 环节 特点 特色化 特质 状况 状图 状态 犹豫 独特 独立
刘*林,2020/3/8 下午4:07:28,选修课 老师 联合 选择 概率 教学 获得 信息量 进行 系统 教师 班主任 现实意义 现实 现场 现象 环节 环境温度 现金 球形 班级 班长 环境 理想 理想气体 理查 理清 理解 理解力 理解能力 理论 理论值 甚少 环境污染 一一对应 率高 状态 特征 特征函数 特征分析 特征参数 特性 特殊 特点 特色化 特质 状况 状图 犹豫 率随
刘*林,2020/3/8 下午4:15:11,老师 选择 信息 确定 时所 得知 已经 获取 课程 获得 基础 信息量 条件 相同 概率 特色化 球形 环节 现场 现实 现实意义 现象 现金 班主任 班级 班长 理想 环境污染 理想气体 理查 理清 理解 理解力 理解能力 理论 理论值 甚少 环境温度 率高 环境 特质 状况 状图 状态 特点 犹豫 特殊 独特 独立 独立性
郑*雅,2020/3/8 下午4:30:33,信息熵 行为 课堂 丰富 教学 被动 未知事件 说明 含有 不够 节课 接受 处于 授课 为主 教师 状态 学生 讲授 互动 知道 形式 信息量 出现 处理 情况 计算 程度 分析 理解 现实意义 现象 理论值 现金 班主任 班级 球形 班长 理解力 理想 理论 理想气体 理查 理清 理解能力 现场 现实 一一对应 环节 环境温度
胡*灵,2020/3/8 下午5:26:26,信息量 信息熵 太能 不确定性 未知事件 理解 含有 同样 平均 表示 定义 理想 班级 现金 现象 现实意义 班长 球形 现实 班主任 理想气体 环节 理查 理清 理解力 理解能力 理论 理论值 甚少 甚远 生产 生平 生态 现场 一一对应 环境温度 环境污染 特征分析 特征参数 特性 特殊 特点 特色化 特质 状况 状图 状态 犹豫 独特 独立
宋*婷,2020/3/8 下午4:43:51,联合 选择 教师 事件 学生 演讲比赛 一一对应 干扰 互不 选中 参加 确定 学校 概率分布 独立 代表 分别 出现 相互 信息熵 概率 系统 表示 进行 理查 班主任 生成 班级 班长 生态系统 球形 理想 理想气体 生态 理论值 理论 理解 理解力 生平 生产 现金 甚远 理解能力 甚少 理清 现实 现象 率来 状况 状图
宋*婷,2020/3/8 下午4:47:39,选择 条件 学生 教师 事件 不确定性 演讲比赛 一一对应 干扰 互不 参加 确定 学校 发生 独立 代表 分别 已知 相互 情况 进行 理想气体 班长 班级 球形 班主任 现金 现象 理想 病人 理解 理查 疫苗 理清 现实 理解力 理解能力 理论 理论值 甚少 甚远 生产 现实意义 略显 现场 环节 特点 特色化 特质 状况
胡*灵,2020/3/8 下午5:06:15,信息量 随机变量 确定 不确定性 理解 肯定性 上网 互信息 信息论 上看 有用 看成 放在 得到 概率 交集 系统 下图 分享 查找 共同 减少 明显 特别 度量 资料 概念 表示 包含 分别 已知 信息熵 信息 球形 班长 班级 理想 理想气体 班主任 理查 现金 理清 理解力 现象 现实意义 理解能力 现实 一一对应 现场 环节
郑*雅,2020/3/8 下午5:08:14,成绩 条件 好坏 事件 性别 独立 对应 相互 不好 男生 女生 中学生 特定 概率分布 组成 相关性 平均 假设 表示 联合 已知 不确定性 信息量 信息熵 存在 情况 确定 理清 犹豫 球形 状态 理想 理想气体 状图 理查 状况 理解 率较 理解力 理解能力 特质 特色化 理论 理论值 特点 甚少 独特 率越 独立性 率为
郑*雅,2020/3/8 下午5:15:36,联合 成绩 事件 对应 好坏 不好 男生 女生 中学生 概率分布 组成 性别 随机变量 独立 同样 假设 形成 信息量 相互 分布 理解 班长 现象 现金 甚远 班主任 班级 甚少 理论值 理清 球形 理论 理解能力 理想 理解力 现实意义 理查 理想气体 一一对应 现实 现场 特殊 特点 特色化 特质 状况 状图 状态 犹豫 独特
周*茜,2020/3/8 下午5:15:36,椭圆 重合 信息熵 去掉 部分 代表 差集 互信息 并集 交集 图示 联合 条件 关系 方法 表示 班级 理想气体 班主任 现金 球形 现象 理想 班长 理清 理查 现实 理解 理解力 理解能力 理论 理论值 甚少 甚远 生产 生平 生态 生态系统 现实意义 一一对应 现场 环节 特殊 特点 特色化 特质 状况 状图 状态 犹豫
王*宇,2020/3/8 下午8:31:34,形象 图画 方便 理解 比较 环境污染 环境温度 环节 现场 现实 现实意义 现象 现金 班主任 班级 班长 一一对应 环境 理想 理想气体 理查 理清 理解力 理解能力 理论 理论值 甚少 甚远 生产 球形 率高 生态 率随 特异 特异性 特征 特征函数 特征分析 特征参数 特性 特殊 特点 特色化 特质 状况 状图 状态 犹豫 独特 独立
王*宇,2020/3/8 下午6:26:40,括号 微观 宏观态 不确定性 信息熵 事情 知道 很大 举例 具体 内容 信息 概率 情况 理查 班主任 环境温度 环节 现场 理论值 现实 现实意义 现象 现金 班级 理论 理想气体 理解能力 理解力 理解 班长 球形 理想 理清 一一对应 率高 环境污染 环境 特征分析 特征参数 特性 特殊 特点 特色化 特质 状况 状图 状态 犹豫 独特
王*宇,2020/3/8 下午6:29:20,信息熵 问题 一一对应 环境污染 环境温度 环节 现场 现实 现实意义 现象 现金 班主任 班级 班长 球形 率高 理想 理想气体 理查 理清 理解 理解力 理解能力 理论 理论值 甚少 甚远 生产 环境 率随 生态 状况 特异 特异性 特征 特征函数 特征分析 特征参数 特性 特殊 特点 特色化 特质 状图 率较 状态 犹豫 独特 独立 独立性
王*宇,2020/3/8 下午8:30:27,具体 定义 注意 信息熵 一一对应 球形 环境温度 环节 现场 现实 现实意义 现象 现金 班主任 班级 班长 理想 环境 理想气体 理查 理清 理解 理解力 理解能力 理论 理论值 甚少 甚远 生产 生平 环境污染 率较 率高 状图 特异性 特征 特征函数 特征分析 特征参数 特性 特殊 特点 特色化 特质 状况 状态 率随 犹豫 独特 独立
刘*凡,2020/3/11 下午9:45:26,模糊 含义 说明 信息 一一对应 班长 环境污染 环境温度 环节 现场 现实 现实意义 现象 现金 班主任 班级 球形 率高 理想 理想气体 理查 理清 理解 理解力 理解能力 理论 理论值 甚少 甚远 生产 环境 率越 率随 状况 特异 特异性 特征 特征函数 特征分析 特征参数 特性 特殊 特点 特色化 特质 状图 率较 状态 犹豫 独特
王*宇,2020/3/8 下午7:27:27,个数 条件 不嫁 长相 满足条件 数据 已知 获取 公式 出当 不帅 来算 要求 信息 时所 得知 期望 随机变量 基础 信息量 统计 变量 理解 得到 确定 计算 现场 环节 环境污染 环境温度 现实意义 环境 率高 现实 班主任 现象 现金 班级 班长 疑惑 疑似 球形 略高于 理想 略显 略低 理想气体 率随 界定 率较
吴*凡,2020/3/8 下午7:59:56,信息熵 学生 回答 老师 所有人 信息量 点到 学期 概率 系统 熟悉 降低 认识 问题 班级 随机 相等 状态 成绩 平均 不确定性 最大 因素 课堂 选择 水平 确定 程度 表示 独立 球形 现实 现实意义 现象 现金 特点 班主任 特殊 班长 理想 特色化 特性 理想气体 理查 理清 理解 理解力 特征参数 现场 环节
吴*凡,2020/3/8 下午8:07:05,即可 独立 联合 已知 不确定性 决定 确定 现场 现实 现实意义 现象 现金 班主任 班级 班长 球形 一一对应 理想 环节 理查 理清 理解 理解力 理解能力 理论 理论值 甚少 甚远 生产 理想气体 环境污染 环境温度 生态 特征 特征函数 特征分析 特征参数 特性 特殊 特点 特色化 特质 状况 状图 状态 犹豫 独特 独立性 狭隘 猜测
吴*凡,2020/3/8 下午8:17:02,事件 信息量 发生 答对 产生 大题 选择题 问题 前提 学生 表示 联合 条件 需要 理想 班长 球形 班级 班主任 现金 理查 理想气体 现实意义 理清 理解 理解力 理解能力 理论 理论值 甚少 甚远 生产 生平 生态 现象 一一对应 现实 狭隘 特殊 特点 特色化 特质 状况 状图 状态 犹豫 独特 独立 独立性 猜测
王*宇,2020/3/8 下午9:13:44,联合 随机变量 表达 选择 选项 多选题 争议 意思 随机 明显 获得 观察 构成 不确定性 信息量 相同 存在 理解 系统 班长 班级 班主任 现金 一一对应 球形 现实意义 理想 理想气体 理查 理清 理解力 理解能力 理论 理论值 甚少 甚远 现象 环境 现实 狭隘 特殊 特点 特色化 特质 状况 状图 状态 犹豫 独特 独立
周*,2020/3/8 下午11:58:08,选项 题目 等价 个数 选择 假想 诱惑 项数 均匀分布 预选 理想 已知 全体学生 起到 分布模式 牢靠 反应 学生 分布 放在 理解 概率 考生 道题 答案 可能性 保证 差距 掌握 分散 找到 人数 设定 求出 作用 知识点 等于 答对 衡量 容易 资料 用来 接近 假设 目的 定义 最大 指标 应该 条件
刘*凡,2020/3/11 下午9:57:08,随机变量 条件 已知 不确定性 表示 一一对应 班长 环境温度 环节 现场 现实 现实意义 现象 现金 班主任 班级 理想 球形 环境 理想气体 理查 理清 理解 理解力 理解能力 理论 理论值 甚少 甚远 生产 环境污染 率随 率高 状图 特异性 特征 特征函数 特征分析 特征参数 特性 特殊 特点 特色化 特质 状况 状态 生态 犹豫 独特 独立
刘*凡,2020/3/11 下午10:00:18,一一对应 率高 环境污染 环境温度 环节 现场 现实 现实意义 现象 现金 班主任 班级 班长 球形 理想 理想气体 理查 理清 理解 理解力 理解能力 理论 理论值 甚少 甚远 生产 生平 环境 率随 白色 率较 特定 特异 特异性 特征 特征函数 特征分析 特征参数 特性 特殊 特点 特色化 特质 状况 状图 状态 犹豫 独特 独立 独立性
马*倩,2020/3/15 下午10:14:19,提问 系统 确定 了解 程度 信息熵 学生 同学会 习惯 几率 教师 相等 较好 预测 最大值 成绩 同学 假设 不确定性 最大 概率 情况 具有 表示 理查 生平 班级 班长 球形 理想 理想气体 班主任 理清 甚少 理解 甚远 理解能力 理论 理论值 生产 理解力 一一对应 现金 率为 特点 特色化 特质 状况 状图 状态
马*倩,2020/3/15 下午10:16:25,事件 条件 发生 联合 度量 产生 已知 不确定性 出现 信息量 信息熵 关系 班主任 班级 现金 球形 现象 现实意义 现实 班长 一一对应 理想 理想气体 现场 理清 理解 理解力 理解能力 理论 理论值 甚少 甚远 生产 理查 环境 环节 独立 特征参数 特性 特殊 特点 特色化 特质 状况 状图 状态 犹豫 独特 独立性 环境温度
高*宇,2020/4/25 下午5:53:50,度量 发生 不确定性 带来 前提 联合 条件 确定 现金 班长 班级 班主任 一一对应 现象 现实意义 现实 球形 理想气体 理想 环节 理查 理清 理解 理解力 理解能力 理论 理论值 甚少 甚远 生产 生平 现场 环境污染 环境温度 独特 特征分析 特征参数 特性 特殊 特点 特色化 特质 状况 状图 状态 犹豫 独立 生态系统 独立性 狭隘
邓*,2020/3/17 下午3:08:20,系统 矩阵 问题 要素 建立 关系 可达 系统结构 分解 图形 解决 根子 已知 运算 再进一步 先用 静态 推导 级间 无序 凌乱 表面 内部结构 离散 区域 梳理 任意 子系统 邻接矩阵 在于 求出 作出 方法 揭示 相应 步骤 原因 基础 特点 包含 复杂 描述 解释 利用 结构 模型 需要 分析 进行 理想
邓*,2020/3/17 下午8:20:09,监管 高等教育 影响 因素 学法 教法 效果 教材 法分析 质量 分析 运用 层级 结构性 层次性 挖掘 机理 编写 法理 版本 教科书 应用 修订 主题 编排 知网 教学计划 抽取 教育领域 建议 找出 深入 关系 检索 制定 调整 教学 作用 发现 序列 文献 课程 领域 提出 教材内容 提供 特征 教育 使用 顺序
裴*旭,2020/3/18 下午9:28:41,用途 各个领域 用图表 启发 教育领域 很大 方式 应用 说明 班主任 班级 一一对应 现金 班长 现实意义 现实 现场 环节 现象 球形 环境污染 理想 理想气体 理查 理清 理解 理解力 理解能力 理论 理论值 甚少 甚远 生产 环境温度 率较 环境 率高 特异性 特征 特征函数 特征分析 特征参数 特性 特殊 特点 特色化 特质 状况 状图 状态
王*宇,2020/3/20 下午12:09:06,关心 看出 学科 清晰 具体 分布 应用 比较 问题 现象 理想气体 班主任 班级 现实意义 班长 现实 球形 理想 现金 理解 理查 理清 环节 理解力 理解能力 理论 理论值 甚少 甚远 生产 生平 生态 现场 一一对应 环境温度 环境污染 特征函数 特征分析 特征参数 特性 特殊 特点 特色化 特质 状况 状图 状态 犹豫 独特 独立
