id,time,key
冯*珂,2020/3/7 下午4:55:26,混乱程度 化学反应熵 化学反应词 原子状态 原子重新 反应熵 反应物生成物 熵代表 熵变 熵变化 熵增 生成物能量 词熵 需要反应物 能量高低 学习化学反应 能量打破 分子原有 吸收能量 重新重组 化学反应需要 打破分子 外界吸收 状态混乱 想到中学 原有状态 说法想到 分子状态 状态分子 中学时期 重组成 代表混乱 新的分子 程度说法 时期学习 需要外界 前反应 反应前 程度高 变化需要
李*格,2020/3/7 下午5:35:53,更像是 个人感觉信息熵 信息熵理解 像是化学 像是概率 熵理解 理解贴切 觉得熵 概率角度 化学角度 进行切入 角度理解 理解更 角度进行
胡*灵,2020/3/8 下午4:36:27,中的熵 信息中的 熵可能 熵概念 熵物理学 物理中的 物理学中的 不确定性描述 使用不确定性 混乱程度 程度混乱 可能物理 更好理解 描述更 个人理解 更准确 程度可能 教育信息 可能太 觉得教育 可能使用
向*,2020/3/3 上午11:16:00,之间选择 主题关键字 主题之间 联合熵 下有关键字 主题下有 条件熵 二者之间没有 关键字主题 度量联合 撰写作文 熵事 熵度量 关键字学生 关键字之间 布置作业 联合概率 事不确定性 学生撰写 主题关键词 凸出 举例学生 联合分布 关键词之间 主题主题 主题确定 学生布置 没有不确定性 分布系统 称为联合 确定主题 选择独立 联系主题 选择主题 学生主题 主题影响 选择联合 之间条件 之间联系 事确定
尹*华,2020/3/3 上午11:55:05,熵物理 获得信息量 做题 条件熵 信息时所 信息量题 所需信息量 时所获得 联合信息熵 联合熵 观察随机变量 随机变量系统 信息量具体 引出条件 需要信息量 题所需 物理意义 知识关联 具体举例 基础上获取 举例图 题联合 得知确定 获取信息 题可能 存在知识 题做 信息基础上 同学做 确定信息 系统获得 可能存在 做需要 想做
冀*,2020/3/6 上午9:12:53,联合熵 信息量题 熵清楚 熵物理 联合信息熵 观察随机变量 随机变量系统 获得信息量 需要信息量 物理意义 题联合 理解觉得 题做 觉得联合 系统获得 做需要
刘*凡,2020/3/3 下午5:37:14,学习平台 选择学习 不确定性最小 信息熵最大值 信息熵最小 信息熵表示 台中选择 处于最大值 平台中 平均信息量 教育部明确规定 明确规定地区 最大值最小值 最小值 最小值之间 没有给出 给出学习 举例疫情 概率相同 不确定性处于 详细注明 不确定性最大 系统不确定性 中小学开放 平台概率 注明学习 选择概率 疫情期间 地区中小学 学习平 描述系统 详细功能 平台详细 特点选择 地区特点 平台功能 免费学习 只能使用 地区只能 学校学习
周*,2020/3/3 下午5:40:10,班级同学 同学短跑 短跑实力 实力相对 情况班级 中的信息熵 举例体育课 事件中的 信息熵取值 信息熵存在 信息熵指 信息熵算 假设班级 存在最大值 平均信息量 测量短跑 短跑成绩 短跑比赛 拿下参赛 不确定性相对 参赛资格 教师班级 进行短跑 同学测量 获得概率 概率系统 能够拿下 实力相当 同学实力 相对突出 表示概率 相对减少 学校送到 资格事件 指平均 确定程度 送到市 比赛能够 选拔出 班级中
张*萱,2020/3/3 下午5:57:08,自行组队 信息熵会 完成任务 研学期 何进行存在 信息熵平均 分工小组长 小组长带领 平均信息量 系统何进行 组队完成 组队比较 不确定性较大 固定小伙伴 刚开学 任务不确定性 存在不确定性 学期刚 组队会 模式分工 概率系统 分工确定 互相认识 相对固定 大小用于 任务分工 作业模式 互相比较 比较熟悉 表示概率 学生自行 完成作业 确定下来 确定程度 老师经常 例学生 要求自行 没有组长 下来完成 完成以后
裴*旭,2020/3/3 下午8:30:12,东方升起 不确定性加权 不确定性太小 举例数学课程 信息熵变小 信息熵意义 信息熵最大值 信息熵达到 信息量信息熵 信息量含义 信息量太小 信息量就越 加权平均值 升起不确定性 学生必然选择 平均信息量 教学系统中 数学课程教学系统 明确信息熵 概率越大 添加限定 熵大小 相应信息量 达到最小值 选中概率 题目选中 明确信息量 题目无疑 难度题目 大小等于 不确定性下降 布置作业 太阳东方 条件不确定性 发生不确定性 简单题目 不确定性达到 限定条件 教师布置 说信息量
石*,2020/3/3 下午9:03:11,信息熵减小 冠状病毒一无所知 冠状病毒越来越 很大信息熵 新冠状病毒 熵大小 冠疫情 比如说当下 方向愈发 不确定性很大 愈发明确 正盛行 月摸索 疫情刚 摸索研究 系统演变 预测疫苗 疫苗研发 很难预测 盛行新 当下正 研发方向 新冠 越来越详细 疫苗应该 应该研发 确定程度 专家逐渐 具有很大 详细了解 明确方向 大小表示 确定系统 系统确定 逐渐新 正在确定 刚发生 系统正在 没有明确 表示系统
冯*娜,2020/3/4 下午10:48:37,信息熵就越 加深理解 信息越多 系统掌握 掌握信息 其实感觉 感觉系统
何*铭,2020/3/3 下午9:41:53,学生借阅 借阅数据挖掘 相对较小 最大最小 信息不确定性 需要了解 数据挖掘书籍 不确定性较小 信息熵信息熵 信息熵处于 信息熵定义 信息熵应用 信息熵最大 信息熵相对 信息熵给出 信息熵较小 信源状态 借阅书籍 出版数据挖掘 图书借阅 图书馆借阅 处于二者之间 平均信息量 数学选择题 最小信息熵 最小情况 给出条件 表示信源 选择信息熵 借阅系统 书籍编号 不确定性相对 平均不确定性 应用图书 相对较少 定义了解到 可能性掌握 存在疑惑 可能性较大 内容较少
何*铭,2020/3/3 下午10:01:08,面试考官 结构化面试 条件熵 联合熵 下关条件 主考官一一对应 主考官结构化 信息结构化 假设主考官 情况下关 教学资格证 根据上述情况 熵教学 熵根据上述 熵相互 确定主考官 给定情况 考官主考官 考官教室 资格证面试 选择信息熵 选择主考官 选考官 主考官信息 教室面试 相关主考官 考官联合 考官确定 考官选择 选择考官 考官信息 相互独立 选择学科 面试阶段 不同页面 学科相关 处于不同 现需要 信息处于 需要选择
冯*娜,2020/3/4 上午12:57:53,确定程度 正确答案 未表明 扔骰子 学生选择 干中 一道多项选择题 中信息熵 事熵 产生信息熵 信息熵含义 信息熵称为 信息熵越 信息熵越大 实际教学系统 平均信息量 情况下扔出 扔出可能性 概率越大 熵值 熵大小 看出选择题 骰子事先 只能扔出 多项选择题城市 骰子只能 已知正确 骰子确定 选择题确定 值越大 答案概率 骰子事 知道骰子 一共组合 选项确定 程度越大 题答案 题干 选择选项 最多答案
冯*娜,2020/3/4 上午1:18:51,联合熵 选择学校 填报志愿 条件熵 体现随机变量 值大于或等于 假设院校 单独熵 大于或等于随机变量 师范院校选择 成为数学老师 携带信息量 教学系统说明 条件概率分布 概率分布熵 熵体现 熵意义 熵数学 熵条件 熵联合 等于熵 结合教学系统 随机变量单独 需要师范院校 高考填报 小于等于 保留不确定性 数学期望 期望案例 考虑院校 案例高考 院校专业 试结合 志愿基本 读专业 共同携带 知条件 条件保留 定条件 学校读
林*如,2020/3/4 下午6:44:54,条件概率分布 条件熵 概率分布熵 熵数学 数学期望 请问条件 期望太 详细说明 定条件 太理解
冯*娜,2020/3/4 下午10:46:45,上面那句话 会变大 发生信息熵 学概率论 条件熵 答对了 答对信息熵 答对题 那句话网上 题概率 题关联 已知事件 理解学期 学期学 已知学生 做选择题 学生答 概率会 事件条件 网上看到 事件发生 学生做 没有影响
周*,2020/3/4 上午1:58:52,平均不确定性 联合熵 相应对策 情况班 条件熵 举例班级 互不干扰 信源熵 信源相互 即已知 熵之和 熵信源 熵等于 熵给定 班级挑出 短跑比赛 等于信源 给定条件 选出哪位 挑出同学 哪位选手 相关性存在 参加短跑 班候选人 知保留 班班 对策明确 相互独立 明确选出 班选手 对策选择 保留平均 选择选手 班选择 选手选择 减少平均 同学区 选择范围 区参加 会减少
张*萱,2020/3/4 下午6:16:50,箱子中 获得信息量 中取出 条件熵 中选择 中白球 联合熵 两者之间没有 互不干扰 例数学课 信息时所 取出白球 取出黑球 度量联合 数学课箱子 时所获得 熵度量 熵意义 熵老师 白球前提 观察随机变量 选择白球 选择黑球 随机变量系统 黑球联合 取出球 黑球 球颜色 联合概率 取球 基础上获取 要求箱子 联合分布 没有不确定性 分布系统 表示箱子 称为联合 获取信息 信息基础上 颜色没有
吴*凡,2020/3/8 下午7:30:59,条件概率 条件熵 熵条件 概率意义 例子完全 完全数学 数学条件 感觉条件
林*如,2020/3/4 下午6:35:50,选择书籍 概率系统 书籍选择 学生选择 要求学生 阅读书籍 确定程度 进行阅读 不再相等 中的书籍 书籍中的 信息源输出 信息熵具有 信息熵教师 信息熵最小 信息熵概率 具有最大值 加分奖励 可加书籍 大程度丰富 平均信息量 教师给出 最大值教师 给予加分 给出限定 选择可加 信息量得到 书籍可能性 程度减小 可能性增大 认识不确定性 学生会选择 书籍供 举例教师 书籍确定 概率不再 看作事件 信息看作 出现概率 任意选择
林*如,2020/3/4 下午6:40:56,概率系统 书籍选择 选择学生 学生选择 联合熵 熵同样 书籍确定 平均不确定性 产生平均 研究方向 相互独立 条件熵 选择书籍 选择可能性 产生状态 教师选择 平均信息量 信息源相互 信源熵 分布熵 可能性相等 学生所选 学生会偏向 所选书籍 抽中学生 熵已知 熵概率 熵等于 熵系统 熵说明 究竟抽中 等于信源 说明信息源 具有相关性 相关性存在 偏向选 作业抽查 书籍供 举例教师 选择哪位
汪*池,2020/3/6 下午11:08:04,条件熵 熵条件 熵计算 联合熵 裕如赞 谢谢裕如 看完帖子 启发很大 之后启发 明白联合 之前明白 帖子之后
冯*珂,2020/3/7 下午7:50:42,前面式子 式子推出 看完醍醐灌顶 裕如说 推出独立 说很好
林*如,2020/3/4 下午6:43:06,选项选择 信息熵计算 假设选择题 熵计算 疑惑假设 相差一点 知道想错 联合熵 选项大于 大于等于 思路选项 选项独立 正确选项 选概率 答案可能性 选择看作 前面一致 看作系统 得出联合 相互独立 换思路 选择题中 选选 独立联合 选择相互 题可能 选择选择 可能出现
胡*佳,2020/3/4 下午6:46:10,系统确定性 同学中 系统不确定性 老师打算 教学系统中 数学成绩 参加比赛 同学抽中 抽中概率 系统信息熵 不确定性随之 丙丁 乙丙 会抽中 信息熵增大 信息熵教学系统 信息熵最大 信息熵系统 信息熵表示 信息熵计算公式 平均信息量 概率均等 甲乙 确定性息息相关 确定性系统 表示教学系统 表示随机变量 输出概率函数 输出集合 随之增大 概率分别为 数学竞赛 挑选数学 甲数学 打算挑选 不确定性最大 打算甲 相对应 丁同学 挑选参加
于*,2020/3/5 下午8:56:27,系统不确定性 不确定性随之 信息熵会 信息熵增大 随之增大 不确定性增加 增大感觉 感觉应该 会增加
胡*佳,2020/3/4 下午6:56:18,论坛发帖 联合熵 取值不确定性 发帖事件 条件熵 表示论坛 事件熵 信息熵称为 单独熵 反映随机变量 如图所示之间 已知随机变量 技术学论坛 教育技术学 条件随机变量 熵中国 熵反映 熵条件 熵表示 熵随机变量 版块参与者 理解取值 矩阵一行 随机变量不确定性 随机变量信息熵 随机变量取值 随机变量条件 关系矩阵 减去单独 技术版块 学者发帖 帖子空 发帖独立 视作事件 参与者分析 行为视作 分析单元 空论坛 主题帖 论坛学者
邓*,2020/3/4 下午8:37:17,带伞 信息熵本质 天气预报说 数学化度量 现象数学化 下雨可能性 可能性下雨 毫不犹豫选择 犹豫是否 本质确定 会毫不犹豫 出门带 选择出门 说下雨 会犹豫 确定现象 预报说 是否带 说可能性
裴*旭,2020/3/4 下午9:29:09,联合熵 条件熵 李白白居易 值取到 反映随机变量 取值不确定性 取到情况下 变量值 变量熵 学习者选择 学生都有 已知随机变量 描述随机变量 教学系统中 条件随机变量 熵关系 熵描述 熵期望 熵条件 熵表示 给出山水诗 给出赠别 老师给出 诗不确定性 诗词类型 赠别诗 选取诗 都有选择 随机变量不确定性 随机变量取值 随机变量平均 随机变量条件 需要信息熵 风格赏析 作者诗词 诗词作者 举例文学 文学课程 选择诗词 不确定性系统
郑*雅,2020/3/8 下午5:33:10,随机变量相互 相互独立
邓*,2020/3/4 下午9:33:38,条件熵 穿衣服 事件包括 打球概率 例子如图所示 例子环境温度 信息熵计算 信息量不确定性 信息量肯定 借助简书 剩下信息量 加上给定 对应环境温度 已知环境温度 得到信息熵 打球打球 打球随机变量 有点像高 湿度随机变量 环境温度低 环境温度信息量 环境温度情况下 环境温度穿 简书看到 联合概率分布 衣服信息量 计算有点像 大于单一 信息量条件 起来信息量 事件信息量 温度湿度 知例子 条件具体化 湿度风 不确定性减少 是否打球 穿外套 独立分布 肯定大于
邓*,2020/3/4 下午9:38:47,乘以类别 值变量 变量值 打球打球 打球湿度 条件熵 湿度分成 熵乘以 熵意思 类别概率 计算熵 新的变量 题打球 变量进行 上面题 意思新的 进行分类
郑*雅,2020/3/8 下午5:47:01,打球熵 条件熵 熵天气 熵理解 理解打球 条件概率 条件期望 确实感觉 感觉条件 天气条件
李*秀,2020/3/4 下午9:37:46,查找文献 文献途径 概率系统 途径查找 找到文献 获得信息量 途径找到 条件熵 联合熵 举例查找 信息时所 信息熵之和 关创客 叫做给定 存在重复性 度量联合 教学系统中 文献教学系统 文献时有 时所获得 时有局限性 查找关创 熵度量 熵得知 给定条件 分布概率 指定查找 查找途径 重复性问题 观察概率 相似文献 互不影响 联合概率 系统不确定性 极相似 查找相关 基础上获取 文献联合 相关文献 联合分布
袁*宁,2020/3/5 上午11:45:25,条件熵 联合熵 情况不确定性 完成作业 系统中 熵指 发帖情况 可能相关 两件事情 中信息熵 中的讨论区 作业两件事 信息熵中间 信息熵含义 信息熵平均 信息熵最大 信息熵最小 信源不确定性 含义信息熵 学生信息熵 帖子信息熵 平均信息量 指信源 指变量 熵条件 熵联合 联合信源 讨论区发帖 讨论区里面 课堂中的 选择性回复 变量条件 不确定性大小 平均不确定性 作业概率 举例云 云课堂 不确定性指 不确定性条件 已知完成
夏*,2020/3/5 下午1:32:06,摸到白球 一定会摸到 中所带来 信息熵平均 加权平均不确定性 取到概率 平均信息量 平均加权平均 意义熵 最后摸到 熵大小 熵意义 球取到 知道摸到 系统中所 不确定性太大 带来信息量 新的信息量 信息量最大 获得信息量 举例球 球颜色 颜色球 球白色 计算知 大小用于 中介之间 确定程度 确定系统 系统确定 增加新的 知道最后 中一定会 用于表示 情况系统 表示系统 没有增加
夏*,2020/3/5 下午2:05:07,联合熵 观察随机变量 中的概率 已知球 条件熵 联合概率分布 随机变量取到 放进盒子 中黑球 确定盒子 确定球 黑球中的 球颜色 球中的 概率白球 白球中的 放入盒 球白球 白球放入 不分盒子 中都黑球 信息熵之和 信息量基础上 信息量表达 先放进去 单论不确定性 原来不分 取到盒子 取到颜色 取到黑球 已知随机变量 抽出盒子 条件随机变量 概率分布熵 概率分布黑 熵不同 熵公式 熵接近 熵没有 熵确定
于*,2020/3/5 下午3:37:33,上课信息量 信息熵最大 信息熵用于 信息熵观察者 信息量期望 叫出名字 很快叫出 教师信息熵 熵不断 选择题选项 产生信息量 不确定性最初 信息量最大 新鲜面孔 观察者已经 名字长相 慢慢获取 慢慢熟悉 上课情况下 信息不确定性 长相学习 选项可能 用于描述 消除教师 可能概率 认识角度 最初存在 学生新鲜 之后慢慢 不会题 不断消除 同学老师 描述信息 信息慢慢 角度包括 学生姓名 包括名字 姓名方面 拥有事情 教师学生
冀*,2020/3/5 下午7:43:05,系统确定 安排坐到 组排 坐到组 下雪次数 世界杯决赛圈 中国男足进军 举例假设 会大大减少 信息度量 信息熵具有 信息熵很低 信息熵很高 信息熵计算 几率相等 卡塔尔世界杯 坐在组 学生坐在 平均信息量 度量等于 打算调皮捣蛋 次数寥寥无几 确定性很高 等于不确定性 系统信息熵 调皮捣蛋学生 进军卡塔尔 广东下雪 预测同学会 假设教师 安排调皮 同学会安排 不确定性最大 调皮学生 排几率 系统不确定性 信息量化 很难预测 安排座位 教学视频
冀*,2020/3/5 下午9:02:40,条件熵 预选答案 联合熵 问题预选 举例问卷调查 假设多项选择题 已知随机变量 条件概率分布 条件随机变量 概率分布熵 概率分布联合 熵含义 熵理解 碰到多项选择题 给定条件 联合概率分布 选择概率分布 中预选 答案概率 数学期望 含义条件 选择概率 表示已知 链接内容 理解清楚 完全独立 称为联合 问卷调查中 会碰到 问题选 内容条件 项目选择 选中 没有联系 学生问题 中会
周*,2020/3/8 下午4:25:49,条件熵 有助于理解 资料有助于 理解条件 找到资料
乔*江,2020/3/5 下午9:25:10,概率越 出现概率 门课 信息熵越大 表明信息量 信息量更多 中的应用 信息熵最大 信息熵表示 信息熵越 信息熵越来越 信息量越少 可选时间段 所含信息量 排课系统 教学系统中的 时间段信息熵 时间段概率 编码所需 表明信息熵 课可选 越相差悬殊 课时间段 信息量事件 概率相同 概率计算 状态概率 任意门 确定任意 安排时间段 数量越多 悬殊情况 所需数 事件所含 课增加 通常事件 越平均 状态数量 越确定 时间课
刘*佳,2020/3/6 上午11:35:42,成绩最好 选择班长 熵值 确定程度 教师学生 一直都是某 可能被选为 学习成绩重新 教师学习成绩 熵大小 程度大大减少 被选为班长 都是某同学 大大减小 班里成绩 班长成绩 刚开学 知道班里 值大大 概率系统 短时间了解 值减少 值最大 表示概率 系统确定 程度刚 重新选择 教师选择 程度最大 学生担任 最好学生 最好一直 大小表示 学生可能 学生情况 情况了解 学生已经 已经了解
刘*佳,2020/3/6 上午11:55:35,取值不确定性 联合熵 信息熵称为 假设班级 反映随机变量 实验室概率分布 概率分布联合 班和实验室 班级选项 理解取值 联合概率分布 选择班和 随机变量信息熵 随机变量取值 实验室选项 专业研究生 称为联合 自主选择 选择班 研究生需要 需要自主
景*,2020/3/6 下午1:32:10,联合熵 众预 预选项 举例设有 信源熵 信源相互 多重选择问题 教裳 熵之和 熵意义 熵等于 等于信源 裳系统 设有多重选择 联合概率 相互独立 试结合 结合教 说明联合 联合空间 问题众 系统说明 中众 问题中
景*,2020/3/6 下午1:32:38,条件熵 预选项 中选众 举例设有 叫做给定 多重选择问题 教裳 熵意义 给定条件 裳系统 设有多重选择 已知保留 制小明 众选项 众预 平均不确定性 选项条件 问题中选 选众 小明问题 试结合 表示已知 结合教 保留平均 求条件 问题预 说明条件 中预 系统说明 问题选 条件问题 问题问题 问题中
景*,2020/3/6 下午1:39:17,产生信息量 概率系统 信息熵值 事件信息熵 信息量相对 信息量称之为 信息量较大 实例一概 小明获胜 平均信息量 水平相差不多 熵大小 相差不多学生 确定性系统 称之为信息熵 系统概率分布 获胜不确定性 计算信息熵 获胜可能性 象棋比赛 一概率 小明同学 不确定性较大 国际象棋 接近概率 构成概率 相对较少 系统不确定性 举例水平 可能性更大 发生概率 比赛接近 中小明 公式中 表示概率 事件构成 水平相当 确定程度 同学水平 产生平均
唐*,2020/3/6 下午3:20:10,不确定性越大 熵值 熵大小 值越大 系统不确定性 概率系统 表示概率 越稳定 确定程度 大小表示 系统确定
郭*,2020/3/6 下午3:01:33,系统确定 安排坐到 组排 坐到组 会大大减少 信息熵具有 信息熵平均 几率相等 坐在组 学生坐在 平均信息量 打算调皮捣蛋 系统信息熵 调皮捣蛋学生 不确定性大小 预测同学会 假设教师 平均不确定性 安排调皮 同学会安排 不确定性最大 调皮学生 排几率 系统不确定性 很难预测 安排座位 教师班 最大值 座位了解 同学安排 教师安排 指平均 确定程度 班学生 具有最大 确定系统 学生安排 学生非常 非常了解 了解学生
唐*,2020/3/6 下午3:04:24,系统不确定性 会减小 学生排在 排在排 信息熵会 信息熵最大 熵大小 老师排座位 排概率 不确定性最大 概率系统 不确定性会 表示概率 确定程度 老师了解 容易学习 大小表示 系统确定 了解学生 学习学生 会容易
唐*,2020/3/6 下午3:09:36,数学老师物理 不受因素 具有目的性 已知随机变量 度量联合 开学班主任 条件熵 条件随机变量 熵度量 熵表示 班级数学老师 知道数学老师 联合熵 随机变量不确定性 随机变量条件 物理老师 形成默契 选择班级 班主任选择 班主任知道 老师搭档 联合分布 表示已知 搭档形成 分布系统 老师具有 因素影响 选择老师 系统确定
刘*佳,2020/3/6 下午3:16:03,条件熵 假设班级 已知随机变量 条件随机变量 熵表示 班和实验室 班级选项 选择班和 随机变量不确定性 随机变量条件 实验室选项 班级划分 实验室概率 选择班级 表示已知 实验室选择 选择实验室 班情况下 专业研究生 自主选择 确定情况下 选择班 情况下条件 研究生需要 需要自主
胡*灵,2020/3/6 下午3:17:39,教学行为 中教师 确定程度 教师教学 行为概率 不确定性越高 代表课堂教学 信息熵会 信息熵信息熵 信息熵太小 信息熵平均 信息熵最大 信息熵用于 信息熵越大 信息量信息量 信息量越大 信源不确定性 平均信息量 教学内容特点 最大信息熵 表示信源 表示课堂教学 课堂教学中 课堂教学行为 概率相同 水平偏好 信息量表示 实际课堂 概率系统 过于集中 特点因素 出教学 教学水平 行为过于 表示概率 越丰富 概率会 课堂中 有所不同 表现出
郭*,2020/3/6 下午3:28:14,观察随机变量 条件熵 联合熵 概率分布函数 任选人称 体重随机变量 信息熵称为 信息量基础上 值取到 函数存在 利用熵 前概率分布 取到情况下 变量值 变量熵 已知随机变量 度量联合 得到概率分布 条件概率分布 条件随机变量 熵例子 熵公式 熵度量 熵期望 熵表示 熵表达 物理含义 获取信息量 观察完后 计算信息熵 随机变量不确定性 随机变量信息量 随机变量条件 随机变量毫无关系 随机变量组成 随机变量获取 拥有信息量 公式计算 人称体重 例子小学
周*茜,2020/3/6 下午3:46:10,正确答案 信息可靠 学霸告诉 面对一道 完全不会 不确定性度量 事件不确定性 消除不确定性 不确定性东西 一筹莫展选项 一道选择题 事件信息熵 信息熵信息 信息熵减少 信息熵最大 信息熵最小 信息量度量 信源不确定性 只能瞎猜 叫做噪音 同学瞎猜 度量主体 度量信源 恶意诱骗 概念懵懵 瞎猜建议 肯定中的 选择题一筹莫展 选择题不确定性 信息论中 答案不确定性 不确定性概念 显然不确定性 概念噪音 面对选择题 查到概念 诱骗假 举例子 答案靠谱 答案起初
刘*凡,2020/3/6 下午9:05:01,事件不确定性 不确定性度量 信息熵事件 洪茜学到 帮助消除 虚假消息 消除事件 称为信息 不能称为 信息帮助 消息不能
胡*灵,2020/3/6 下午4:25:29,联合熵 物理意义 平均不确定性 确定之后 获得信息量 选项概率 条件熵 不确定性之和 信息时所 信息熵之和 信息熵题 单项选择题 度量联合 时所获得 熵平均 熵度量 熵物理 熵联合 系统信息熵 联合信息熵 观察随机变量 选中选项 选择题分别为 选择题看作 选项选项 随机变量系统 题信息熵 假设选 看作整体 选择题选择 不确定性确定 相互独立 选择不确定性 概率联合 联合概率 意义物理 表示选择题 基础上获取 联合分布 意义观察
马*茹,2020/3/6 下午5:29:12,买到质量 物品评价 中信息熵 会越来越少 信息熵含义 信息熵平均 可能性买到 平均信息量 物品雨伞 结合实际教学系统 较好雨伞 雨伞不确定性 雨伞品牌 举例淘宝 质量雨伞 雨伞信息 不确定性很大 相对较少 淘宝购物 信息不确定性 概率系统 店铺信息 评价前提 很大可能性 了解店铺 质量较好 前提购买 不确定性会 表示概率 购物买 买物品 确定程度 详细了解 信息物品 说明系统 信息相对 大小表示 做详细 系统确定 了解到信息
马*茹,2020/3/6 下午5:40:59,下有小题 联合熵 不确定性衡量 中的小题 举例数学试卷 大题中的 小题即可 数学试卷中 熵变量 选做题 选择大题 变量之间 衡量手段 之间不确定性 联合概率 只需选择 学生只需 称为联合 选择联合 中选 中选择 表示中
马*茹,2020/3/6 下午5:47:20,条件熵 举例班级 参展前面 已知随机变量 班级参展 长跑运动员 随机变量条件 前面班级 选长跑 选班级 选择互不 班运动员 互不影响 班级选择 表示已知 班级需要 班选 运动员选择 需要选
马*茹,2020/3/6 下午5:47:50,后续查阅 查阅资料 太完整 资料补充 需要后续
何*,2020/3/6 下午9:32:26,语文课代表 代表时对 会大大减少 信息熵取 信息熵留给 几率相等 取最大值 同学语文课 大大减少语文课 情况信息熵 推断同学会 时对学生 认为信息熵 选语文课 留给想象 成为语文课 假设教师 想象猜测 很难推断 不确定性最大 教师语文 女生课 语文成绩 猜测空间 同学会成为 情况不确定性 代表几率 教师选 课代表 最高女生 情况下确定 成绩最高 确定程度 代表确定 情况确定 学生了解 程度会
夏*,2020/3/9 下午12:01:45,常用不确定性 常用评判 词挺好 想象猜测 评判系统 空间词 系统常用 猜测空间 方便理解
汪*池,2020/3/6 下午10:29:59,汇报顺序 系统中 系统信息熵 信息熵度量 系统平均 上来抽签 中随机变量 信息熵依次 信息熵定义 信息熵最大 信息熵最小 信息熵比较 信息熵系统 信息量度量 信源发送信息 发送信息确定 取值之间 可能取值 复杂程度度量 平均信息量 度量之前 度量具体 度量概率 抽取概率 理解信息熵 系统复杂程度 纸条抽取 随机变量可能 中信源 产生信息量 组长抽取 假设汇报 种类越多 抽签同学 剩下纸条 抽签形式 举例子 采取抽签 通俗理解 平均不确定性
何*,2020/3/6 下午11:03:00,会降低 不确定性不确定性 不确定性已知 丫完全 丫给出 关无不确定性 已知关无 条件熵 熵条件 熵表示 相等丫 给出信息 给定丫 给定情况下 联合熵 表示给定 降低熵 随机变量不确定性 丫之后 平均不确定性 整体看待 相互独立 保留平均 不确定性会 更好理解 完全独立 信息无关 帮助更好 图帮助 表示整体 存在相关 表示确定 之后会
张*璟,2020/3/7 下午7:16:30,张图中表示 详细解释一下 请问张图中 话部分 表示出
胡*灵,2020/3/8 下午5:20:26,交集个人 表现概念 圆代表 概念关系 个人理解 理解图 图表现
汪*池,2020/3/6 下午11:03:01,联合熵 条件熵 观察随机变量 抽取签 熵定义 上来抽签 信息时所 信息量基础上 取值均 度量联合 无条件熵 时所获得 求和取值 熵公式 熵度量 熵指 熵条件 熵联合 理解随机变量 确定熵 给定条件 获取信息量 被称作无条件 计算求和 随机变量信息量 随机变量系统 随机变量获取 拥有信息量 顺序例子 组长抽取 获得信息量 上来抽取 每一次上来 指定甲 通俗理解 设概率 抽签 抽签决定 学生抽签 抽签学生
何*,2020/3/7 上午10:22:33,条件熵 熵具体 联合熵 应用于领域 中应用于 具体问题 问题研究 研究中
李*秀,2020/3/7 下午12:14:36,确定状态 系统确定 熵值 专业性稳定性 中的熵 信息熵大部分 信息熵教学效果 信息熵评价 利用信息熵 各个系统中 得知信息熵 教学效果学习 教育领域中 状态中的 试题选项 都是利信息熵 案例有效性 找到平衡点 试题案例 判断试题 因素权重 地理国防 生物地理 权重分析 国防计算机 状态试题 复杂多样 行业专业性 选项是否 以此增强 多样系统 有效性进行 值变化 计算机交通 科技生物 领域评价 状态确定 变化找到 是否合理 增强行业
夏*,2020/3/9 下午12:22:34,中的信息量 信息通信工程 图像处理领域 图形图像处理 数据挖掘图形 最多信息熵 统计中的 通信工程数据挖掘 信息量领域 生物化学 基本上都会 应用最多 感觉应用 化学信息 涉及统计
林*如,2020/3/7 上午11:22:34,题目应答 题目课件 分布情况 之后进行 应答分布 做完题目 不同信息熵 学生会得出 课件其实 课件是不是 这样的话可能 题课件 群体学生会 是不是题目 同学题目 进行统计分析 学生做完 题目之后 概率数据 过于简单 同学题 得出不同 其实过于 情况概率 实际教学 数据收集 教学过程 简单难 是不是不同 知道是不是 不同群体 可能同学 统计知道 中题目 进行统计 情况学生 过程中
王*娇,2020/3/7 下午2:27:58,裕如同学 觉得裕如 选择大样本 疑问很好 同学疑问 不同题目 题目不同 测试应该 尽量选择 应该尽量 做测试 不同学生 会不同 学生会
陈*琪,2020/3/7 上午11:58:25,进行汇报 系统确定 不确定性度量 信息熵会 信息量越多 含有信息量 已经选过 熵描述 熵越大 表征随机变量 选过组 随机变量确定 大大减小 堂采用 模式课堂 可能性相同 事件不确定性 确定越大 一共小组 小组可能性 汇报展示 很难预测 老师课 预测小组 课不会 描述事件 组汇报 课已经 确定程度 选组 表现突出 采用合作 学习模式 了解小组 课堂中 突出组 需要小组 再选 教师需要 选择表现
陈*琪,2020/3/7 下午12:03:35,随机变量发生 条件熵 已知随机变量 带来熵 条件随机变量 熵定义 熵观察 熵随机变量 联合熵 衡量已知 观察随机变量 随机变量不确定性 随机变量条件 随机变量系统 获得信息量 定义条件 发生前提 系统获得 新带来 发生新
